dg_id,player_name,course_fit_score,projected_sg_total,adjusted_sg_total,salary
16283,"Rodgers, Patrick",0.4835422116656912,0.9210074962074196,0.9210074962074196,6400.0
19483,"Burns, Sam",-0.24517049650461092,0.904909992571105,0.904909992571105,9100.0
13900,"Lowry, Shane",-0.05127718233101157,0.9035630677842091,0.9035630677842091,7600.0
6430,"Scott, Adam",-0.09432242540364076,0.8884623826811634,0.8884623826811634,8400.0
12577,"Woodland, Gary",0.19379027083949563,0.8744362577513219,0.8744362577513219,7400.0
29433,"Bridgeman, Jacob",-0.40793468526641385,0.7618961440376116,0.7618961440376116,8300.0
14139,"Thomas, Justin",-0.012508582208015831,0.7239109017704566,0.7239109017704566,7700.0
20706,"Wallace, Matt",0.18639009493541264,0.7204378849263309,0.7204378849263309,6600.0
29767,"Gerard, Ryan",-0.30265954065640804,0.7083800077173268,0.7083800077173268,7200.0
9771,"Day, Jason",-0.10316446047431298,0.6956161349201763,0.6956161349201763,7700.0
17543,"Kim, Michael",0.2999884874716141,0.6898838103950377,0.6898838103950377,6500.0
22760,"Hisatsune, Ryo",-0.24216930600216735,0.6322999337055599,0.6322999337055599,7000.0
27194,"Hall, Harry",-0.12262392472390034,0.614789823450661,0.614789823450661,7400.0
25362,"Fitzpatrick, Alex",0.03980610901695435,0.581371363445695,0.581371363445695,6700.0
25569,"Stevens, Sam",-0.2936011715334965,0.5172156681345603,0.5172156681345603,7300.0
29925,"Yellamaraju, Sudarshan",-0.046122683208071974,0.49458730094012915,0.49458730094012915,7000.0
17576,"Conners, Corey",-0.14746367046929132,0.4829689799284209,0.4829689799284209,6900.0
23465,"Greyserman, Max",0.16431667746743533,0.4210134485661873,0.4210134485661873,6200.0
13126,"Taylor, Nick",-0.09749169930052967,0.4186263205183025,0.4186263205183025,6900.0
21554,"Poston, J.T.",-0.046887468844383995,0.41811001099817036,0.41811001099817036,6500.0
28309,"Coody, Pierceson",-0.2474755798511837,0.41791736605753915,0.41791736605753915,7300.0
17780,"Pendrith, Taylor",-0.028089637688485533,0.3921536648474764,0.3921536648474764,6700.0
17538,"Homa, Max",0.043962737759993153,0.3787889683773831,0.3787889683773831,6400.0
11889,"Fox, Ryan",-0.11580209830787136,0.3386906805740644,0.3386906805740644,6800.0
22833,"Echavarria, Nico",0.41794968880008954,0.2850408902194202,0.2850408902194202,6200.0
14704,"Putnam, Andrew",-0.02299719495125356,0.27514064047002473,0.27514064047002473,6300.0
22985,"Smotherman, Austin",-0.03829591694374063,0.258047589660313,0.258047589660313,6300.0
19870,"McCarthy, Denny",-0.026315491140474455,0.23108964625680073,0.23108964625680073,6400.0
24956,"Blanchet, Chandler",0.01636652415794576,0.21516187225205397,0.21516187225205397,6100.0
13508,"Vegas, Jhonattan",0.42619304421076587,0.1548567716844675,0.1548567716844675,6200.0
17488,"Im, Sungjae",-0.19027949234839442,0.14265047328084454,0.14265047328084454,6700.0
28635,"McCarty, Matt",-0.5725352545411362,0.11924235243640269,0.11924235243640269,6800.0
17511,"Straka, Sepp",-0.7006583246266661,0.011485762884126949,0.011485762884126949,7900.0
8825,"Harman, Brian",-0.4165487297086222,-0.061449897124993214,-0.061449897124993214,6600.0
27900,"Potgieter, Aldrich",-0.03765536654902116,-0.06787941964534559,-0.06787941964534559,6300.0
14509,"Dahmen, Joel",-0.12593347681914274,-0.17152811256610898,-0.17152811256610898,6100.0
14502,"Cauley, Bud",-0.6035727076552657,-0.21891496642089536,-0.21891496642089536,6600.0
15575,"Hoge, Tom",0.00626041140841016,-0.22312230343125616,-0.22312230343125616,6100.0
15980,"Lipsky, David",-0.4107621470325864,-0.571928358993408,-0.571928358993408,6000.0
7399,"Glover, Lucas",-0.38551265561542386,-0.8713834605512846,-0.8713834605512846,6000.0
18628,"Campbell, Brian",-0.03027125025040398,-1.0816988219528878,-1.0816988219528878,6000.0
